t,v,m
268071017,1965,0
268071225,1825,0
268071442,1808,0
268071655,1867,0
268071866,1960,0
268072074,1840,0
268072284,1839,0
268072501,1873,0
268072715,1958,0
268072923,1840,0
268073134,1793,0
268073350,1878,0
268073560,1851,0
268073769,1936,0
268084153,1872,0
268084369,1841,0
268084579,1809,0
268084793,1967,0
268085003,1870,0
268085211,1874,0
268085429,1962,0
268085642,1964,0
268085852,1872,0
268086060,1817,0
268086270,1942,0
268086486,1853,0
268086699,1948,0
268086907,1855,0
268087117,1811,0
268097502,1812,0
268097715,1877,0
268097923,1810,0
268098134,1935,0
268098350,1849,0
268098561,1810,0
268098769,1905,0
268098979,1858,0
268099187,1914,0
268099406,1965,0
268099614,1793,0
268099825,1942,0
268100034,1857,0
268100244,1814,0
268100460,1964,0
268100677,1965,0
268111060,1960,0
268111271,1873,0
268111487,1791,0
268111699,1889,0
268111907,1814,0
268112117,1907,0
268112334,1862,0
268112544,1818,0
268112758,1883,0
268112968,1960,0
268113177,1840,0
268113395,1791,0
268113603,1873,0
268113813,1843,0
268114022,1943,0
268124414,1871,0
268124622,1903,0
268124832,1963,0
268125041,1833,0
268125251,1833,0
268125467,1878,0
268125682,1963,0
268125890,1830,0
268126101,1841,0
268126309,1877,0
268126527,1855,0
268126740,1825,0
268126951,1862,0
268127159,1872,0
268127377,1847,0
268127585,1965,0
268137972,1795,0
268138180,1905,0
268138398,1850,0
268138607,1942,0
268138817,1904,0
268139025,1815,0
268139236,1900,0
268139452,1867,0
268139666,1958,0
268139874,1840,0
268140084,1791,0
268140292,1878,0
268140511,1856,0
268140724,1835,0
268140934,1822,0
268151329,1961,0
268151539,1872,0
268151749,1953,0
268151960,1878,0
268152168,1808,0
268152386,1942,0
268152595,1917,0
268152808,1965,0
268153017,1825,0
268153227,1875,0
268153442,1966,0
268153657,1952,0
268153865,1853,0
268154076,1811,0
268154284,1965,0
268154502,1861,0
268164950,1869,0
268165160,1830,0
268165376,1956,0
268165586,1859,0
268165795,1907,0
268166006,1963,0
268166214,1834,0
268166432,1870,0
268166645,1895,0
268166855,1964,0
268167063,1840,0
268167273,1855,0
268167490,1872,0
268167702,1826,0
268167911,1872,0
268168121,1845,0
268178557,1953,0
268178768,1869,0
268178977,1875,0
268179187,1959,0
268179404,1827,0
268179614,1871,0
268179822,1872,0
268180032,1840,0
268180241,1949,0
268180459,1904,0
268180672,1872,0
268180882,1842,0
268181090,1941,0
268181300,1873,0
268181517,1791,0
268191948,1960,0
268192156,1840,0
268192374,1793,0
268192582,1819,0
268192796,1887,0
268193004,1872,0
268193214,1838,0
268193431,1957,0
268193646,1942,0
268193855,1854,0
268194065,1810,0
268194273,1965,0
268194491,1871,0
268194705,1844,0
268194915,1823,0
268195123,1967,0
268205539,1821,0
268205749,1869,0
268205959,1833,0
268206168,1957,0
268206386,1872,0
268206594,1889,0
268206808,1854,0
268207016,1930,0
268207227,1965,0
268207442,1838,0
268207657,1861,0
268207866,1891,0
268208076,1961,0
268208284,1832,0
268208502,1831,0
268218942,1791,0
268219152,1936,0
268219369,1853,0
268219579,1865,0
268219793,1902,0
268220003,1961,0
268220211,1837,0
268220429,1812,0
268220642,1875,0
268220852,1960,0
268221061,1834,0
268221271,1821,0
268221487,1879,0
268221700,1810,0
268221908,1874,0
268222118,1852,0
268232517,1936,0
268232732,1958,0
268232940,1840,0
268233150,1791,0
268233367,1873,0
268233577,1818,0
268233787,1967,0
268233997,1870,0
268234205,1883,0
268234424,1966,0
268234637,1875,0
268234847,1855,0
268235055,1927,0
268235266,1966,0
268235482,1829,0
268245940,1859,0
268246149,1925,0
268246367,1937,0
268246575,1903,0
268246787,1965,0
268246996,1832,0
268247206,1854,0
268247422,1873,0
268247634,1809,0
268247842,1967,0
268248052,1863,0
268248260,1921,0
268248479,1965,0
268248692,1894,0
268248902,1856,0
268249111,1919,0
268259498,1847,0
268259711,1847,0
268259921,1957,0
268260129,1843,0
268260348,1813,0
268260556,1876,0
268260768,1813,0
268260976,1967,0
268261186,1867,0
268261402,1878,0
268261613,1967,0
268261821,1826,0
268262032,1858,0
268262240,1872,0
268262458,1845,0
268272848,1965,0
268273058,1869,0
268273266,1859,0
268273484,1958,0
268273697,1963,0
268273907,1872,0
268274115,1855,0
268274334,1960,0
268274542,1839,0
268274758,1850,0
268274966,1932,0
268275176,1966,0
268275392,1821,0
268275603,1933,0
268275812,1865,0
268276022,1824,0
268286406,1836,0
268286616,1879,0
268286825,1872,0
268287035,1833,0
268287244,1957,0
268287462,1872,0
268287675,1871,0
268287885,1838,0
268288093,1958,0
268288303,1872,0
268288520,1835,0
268288732,1872,0
268288941,1818,0
268289151,1952,0
268289367,1840,0
268299759,1923,0
268299967,1869,0
268300177,1827,0
268300394,1961,0
268300604,1867,0
268300813,1861,0
268301023,1956,0
268301231,1840,0
268301449,1840,0
268301664,1957,0
268301874,1873,0
268302082,1805,0
268302293,1819,0
268302507,1875,0
268302724,1872,0
268302932,1831,0
268313326,1869,0
268313534,1876,0
268313751,1904,0
268313959,1870,0
268314169,1829,0
268314385,1961,0
268314596,1841,0
268314808,1874,0
268315018,1849,0
268315226,1936,0
268315442,1907,0
268315655,1953,0
268315866,1875,0
268316074,1791,0
268316284,1937,0
268316500,1858,0
268326925,1942,0
268327133,1858,0
268327352,1809,0
268327560,1967,0
268327770,1856,0
268327979,1927,0
268328189,1966,0
268328405,1829,0
268328615,1890,0
268328824,1872,0
268329034,1839,0
268329242,1954,0
268329460,1904,0
268329675,1854,0
268329885,1811,0
268340295,1958,0
268340514,1874,0
268340727,1872,0
268340937,1836,0
268341145,1954,0
268341363,1936,0
268341571,1798,0
268341782,1945,0
268341990,1854,0
268342201,1813,0
268342417,1964,0
268342627,1853,0
268342836,1921,0
268343046,1963,0
268343254,1817,0
268343472,1883,0
268353903,1835,0
268354113,1831,0
268354329,1873,0
268354539,1840,0
268354750,1876,0
268354960,1851,0
268355168,1936,0
268355387,1887,0
268355595,1965,0
268355809,1871,0
268356017,1877,0
268356227,1962,0
268356442,1867,0
268356657,1877,0
268356866,1826,0
268367293,1814,0
268367510,1967,0
268367727,1967,0
268367935,1815,0
268368145,1904,0
268368361,1871,0
268368571,1824,0
268368780,1961,0
268368990,1872,0
268369198,1837,0
268369417,1960,0
268369625,1825,0
268369836,1867,0
268370044,1872,0
268370254,1841,0
268370470,1941,0
268380884,1967,0
268381093,1815,0
268381303,1930,0
268381520,1863,0
268381732,1920,0
268381940,1866,0
268382151,1826,0
268382367,1967,0
268382578,1837,0
268382787,1956,0
268382997,1873,0
268383206,1791,0
268383424,1947,0
268383637,1961,0
268383848,1872,0
268394287,1897,0
268394505,1856,0
268394716,1966,0
268394926,1862,0
268395134,1914,0
268395353,1965,0
268395561,1815,0
268395772,1925,0
268395980,1862,0
268396190,1825,0
268396406,1963,0
268396617,1866,0
268396825,1892,0
268397036,1961,0
268397244,1839,0
268397462,1791,0
268407862,1814,0
268408072,1918,0
268408281,1863,0
268408499,1825,0
268408713,1891,0
268408924,1962,0
268409132,1838,0
268409350,1803,0
268409558,1874,0
268409769,1839,0
268409977,1954,0
268410187,1887,0
268410404,1791,0
268410614,1951,0
268410823,1845,0
268421286,1906,0
268421502,1870,0
268421715,1930,0
268421923,1861,0
268422134,1819,0
268422350,1966,0
268422560,1866,0
268422769,1915,0
268422979,1964,0
268423187,1827,0
268423406,1879,0
268423614,1856,0
268423825,1817,0
268424033,1966,0
268424244,1872,0
268424459,1831,0
268434914,1963,0
268435123,1825,0
268435341,1910,0
268435549,1871,0
268435763,1958,0
268435972,1842,0
268436182,1791,0
268436398,1877,0
268436608,1840,0
268436817,1949,0
268437027,1904,0
268437235,1814,0
268437453,1901,0
268437664,1819,0
268437874,1898,0
268438082,1872,0
268448522,1808,0
268448732,1842,0
268448943,1791,0
268449151,1897,0
268449369,1847,0
268449578,1822,0
268449793,1886,0
268450001,1872,0
268450212,1840,0
268450428,1946,0
268450643,1911,0
268450851,1871,0
268451062,1838,0
268451270,1950,0
268451487,1891,0
268461908,1792,0
268462119,1937,0
268462335,1859,0
268462545,1819,0
268462758,1811,0
268462968,1929,0
268463176,1867,0
268463394,1825,0
268463603,1965,0
268463814,1866,0
268464022,1900,0
268464232,1964,0
268464449,1821,0
268464663,1865,0
268464871,1903,0
268465082,1959,0
268475500,1872,0
268475715,1884,0
268475923,1808,0
268476134,1926,0
268476350,1856,0
268476560,1813,0
268476769,1967,0
268476979,1870,0
268477187,1872,0
268477406,1962,0
268477614,1821,0
268477825,1887,0
268478033,1872,0
268478243,1839,0
268478459,1951,0
268488907,1866,0
268489115,1874,0
268489333,1966,0
268489541,1831,0
268489753,1957,0
268489962,1840,0
268490172,1791,0
268490388,1877,0
268490598,1830,0
268490808,1957,0
268491018,1873,0
268491226,1791,0
268491442,1809,0
268491655,1841,0
268491866,1953,0
268492074,1846,0
268502481,1905,0
268502694,1916,0
268502904,1966,0
268503112,1829,0
268503330,1795,0
268503538,1899,0
268503750,1791,0
268503959,1904,0
268504169,1857,0
268504385,1936,0
268504596,1822,0
268504808,1965,0
268505018,1872,0
268505226,1823,0
268505442,1797,0
268515901,1966,0
268516111,1872,0
268516327,1855,0
268516537,1957,0
268516748,1867,0
268516958,1956,0
268517167,1840,0
268517385,1808,0
268517593,1815,0
268517807,1906,0
268518015,1867,0
268518225,1830,0
268518442,1962,0
268518657,1951,0
268518866,1845,0
268519076,1797,0
268529459,1846,0
268529674,1873,0
268529882,1794,0
268530092,1933,0
268530300,1872,0
268530517,1847,0
268530730,1843,0
268530940,1815,0
268531148,1914,0
268531366,1859,0
268531575,1963,0
268531787,1871,0
268531995,1841,0
268532205,1953,0
268532421,1836,0
268542812,1802,0
268543020,1886,0
268543231,1859,0
268543447,1914,0
268543663,1920,0
268543871,1863,0
268544082,1825,0
268544290,1951,0
268544507,1879,0
268544722,1839,0
268544932,1793,0
268545140,1905,0
268545359,1855,0
268545567,1932,0
268545777,1967,0
268545985,1820,0
268556370,1965,0
268556579,1961,0
268556792,1872,0
268557001,1839,0
268557211,1954,0
268557427,1850,0
268557643,1850,0
268557852,1939,0
268558062,1937,0
268558270,1801,0
268558489,1927,0
268558699,1811,0
268558910,1917,0
268559118,1872,0
268559336,1815,0
268569720,1840,0
268569930,1808,0
268570138,1877,0
268570357,1846,0
268570565,1941,0
268570775,1973,0
268570983,1813,0
268571194,1904,0
268571410,1869,0
268571620,1815,0
268571829,1965,0
268572039,1872,0
268572247,1855,0
268572465,1952,0
268572678,1958,0
268572888,1873,0
268583278,1925,0
268583496,1966,0
268583711,1860,0
268583921,1821,0
268584129,1960,0
268584348,1869,0
268584556,1870,0
268584768,1875,0
268584976,1791,0
268585186,1939,0
268585403,1853,0
268585613,1793,0
268585821,1917,0
268586032,1862,0
268586240,1892,0
268596633,1859,0
268596841,1902,0
268597051,1965,0
268597259,1842,0
268597477,1805,0
268597691,1939,0
268597901,1983,0
268598110,1815,0
268598328,1897,0
268598536,1872,0
268598751,1966,0
268598959,1834,0
268599169,1819,0
268599385,1873,0
268599595,1936,0
268599807,1861,0
268610189,1838,0
268610406,1953,0
268610616,1873,0
268610824,1791,0
268611034,1937,0
268611243,1861,0
268611460,1825,0
268611675,1886,0
268611885,1961,0
268612093,1838,0
268612303,1862,0
268612520,1872,0
268612733,1849,0
268612941,1875,0
268613151,1845,0
268623539,1901,0
268623751,1869,0
268623959,1842,0
268624169,1954,0
268624386,1840,0
268624596,1888,0
268624808,1811,0
268625018,1919,0
268625226,1866,0
268625442,1872,0
268625655,1858,0
268625865,1820,0
268626074,1964,0
268626284,1865,0
268626500,1887,0
268626715,1814,0
268637097,1875,0
268637307,1855,0
268637523,1930,0
268637735,1859,0
268637943,1906,0
268638154,1964,0
268638370,1823,0
268638580,1872,0
268638792,1845,0
268639003,1955,0
268639211,1845,0
268639429,1808,0
268639642,1807,0
268639852,1942,0
268640060,1854,0
268650450,1819,0
268650664,1823,0
268650874,1947,0
268651082,1851,0
268651292,1830,0
268651507,1958,0
268651724,1961,0
268651932,1838,0
268652142,1809,0
268652358,1965,0
268652568,1861,0
268652776,1890,0
268652987,1963,0
268653195,1839,0
268653413,1791,0
268653621,1872,0
268664008,1951,0
268664216,1849,0
268664434,1809,0
268664647,1794,0
268664857,1936,0
268665066,1859,0
268665276,1814,0
268665492,1965,0
268665707,1927,0
268665915,1862,0
268666125,1825,0
268666341,1962,0
268666552,1872,0
268666764,1876,0
268666974,1851,0
268677357,1871,0
268677568,1833,0
268677776,1953,0
268677986,1876,0
268678194,1791,0
268678413,1941,0
268678621,1840,0
268678832,1791,0
268679040,1903,0
268679250,1858,0
268679466,1887,0
268679682,1895,0
268679891,1872,0
268680101,1840,0
268680309,1936,0
268680527,1966,0
268690916,1803,0
268691126,1947,0
268691342,1852,0
268691552,1811,0
268691766,1882,0
268691976,1961,0
268692185,1838,0
268692403,1859,0
268692611,1867,0
268692822,1830,0
268693030,1957,0
268693241,1872,0
268693457,1801,0
268693669,1905,0
268693877,1811,0
268704269,1958,0
268704485,1837,0
268704699,1872,0
268704907,1791,0
268705118,1936,0
268705334,1853,0
268705544,1810,0
268705758,1902,0
268705968,1959,0
268706176,1837,0
268706395,1827,0
268706603,1871,0
268706814,1837,0
268707022,1954,0
268707232,1874,0
268707449,1828,0
268717898,1870,0
268718106,1872,0
268718324,1965,0
268718533,1834,0
268718747,1869,0
268718956,1872,0
268719166,1961,0
268719382,1836,0
268719592,1841,0
268719806,1943,0
268720017,1908,0
268720225,1813,0
268720442,1822,0
268720655,1911,0
268720866,1964,0
268721074,1834,0
268731505,1941,0
268731716,1791,0
268731926,1933,0
268732134,1861,0
268732352,1815,0
268732561,1965,0
268732771,1858,0
268732979,1910,0
268733190,1965,0
268733406,1828,0
268733616,1901,0
268733825,1872,0
268734035,1835,0
268734243,1951,0
268734461,1904,0
268744892,1947,0
268745102,1904,0
268745318,1815,0
268745528,1893,0
268745740,1899,0
268745951,1961,0
268746159,1840,0
268746376,1811,0
268746584,1871,0
268746796,1837,0
268747004,1957,0
268747214,1875,0
268747431,1803,0
268747646,1821,0
268747854,1965,0
268748065,1871,0
268758483,1840,0
268758699,1851,0
268758907,1924,0
268759117,1967,0
268759334,1811,0
268759544,1921,0
268759758,1961,0
268759968,1874,0
268760176,1814,0
268760394,1947,0
